Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,31.1036283879362,31.3935499327652,31.6645346171981,31.9589450682826,32.2548765979183,32.5673998463204,32.8786113609374,33.2436868537795,33.5363992251367,33.8157800778799,34.0624439459432,34.3132448275033,34.5518131888554,34.8061342979769,35.0633286762825,35.3183471405052,35.5424948236771,35.7300964643583,35.8931756713915,36.2409851083694,36.2978363298067
United States,USA,Rural population,SP.RUR.TOTL,59176653,59224903,59231337,59272576,59316092,59380586,59435929,59486862,59495270,59477423,59375348,59263241,59106371,58955597,58788250,58598755,58333412,57994170,57592357,57470836,56867044
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.234,79.409,79.583,79.757,79.928,80.099,80.269,80.438,80.606,80.772,80.944,81.119,81.299,81.483,81.671,81.862,82.058,82.256,82.459,82.664,82.873
United States,USA,Urban population growth (annual %),SP.URB.GROW,1.21338042170418,1.14841884658312,1.07836038438036,1.14388530085121,1.13588459113456,1.17796815968651,1.16306776101756,1.15618567133535,1.08529029428822,1.03534480069191,0.93950541093758,0.94956550837067,0.914510413562637,0.95943078191871,0.966674782180289,0.958268060593122,0.871785260117191,0.767437430461766,0.701867775195684,1.21264765742654,0.409258906239677
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.140997827475435,0.0815023117954436,0.010863083289361,0.0695993923250513,0.0733898148736528,0.108670280303657,0.0931570901609545,0.0856572616332229,0.0141332145804876,-0.0300018427486857,-0.17176717755585,-0.188989154899031,-0.265051290084759,-0.255415159548918,-0.284256234098651,-0.322855438046257,-0.453841679756109,-0.58325455730801,-0.695262032744607,-0.211224879152196,-1.05616373619658
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,7.91335127093925,7.84690159544018,7.78646311989111,7.72146140616646,7.65755087900806,7.59100592610039,7.52616020896818,7.46241368361893,7.40439218631175,7.35052334659411,7.30404320466541,7.25715728411157,7.21303952586361,7.1660006725803,7.11875282934871,7.07244066502063,7.03250920102633,7.00010376648536,6.9457372296384,6.86159159817574,6.84047881029425
United States,USA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,244.366854048692,245.40354234696,246.548906708552,247.955627660894,249.663977183483,251.50589013351,253.471925763651,255.474703426611,257.414417393461,259.440189310958,261.475674781962,263.300190137643,265.069536642831,267.028884388046,269.153139337825,271.200731616583,273.049472988054,274.708981936924,276.263080229819,277.27538544207,277.048319761915
United Kingdom,GBR,Rural population,SP.RUR.TOTL,12562339,12439896,12323786,12220136,12131582,12048279,11970758,11893520,11813186,11736055,11658599,11569870,11477678,11392615,11313292,11228768,11135542,11033746,10926403,10798066,10622328
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.751,79.047,79.339,79.629,79.915,80.199,80.479,80.757,81.031,81.302,81.57,81.837,82.102,82.365,82.626,82.886,83.143,83.398,83.652,83.903,84.152
